1.000000000000000000e+00 2.487468719482421875e-02
2.000000000000000000e+00 3.814697265625000000e-04
4.000000000000000000e+00 1.031875610351562500e-03
8.000000000000000000e+00 1.744747161865234375e-03
1.600000000000000000e+01 2.847909927368164062e-03
3.200000000000000000e+01 5.717992782592773438e-03
6.400000000000000000e+01 9.612321853637695312e-03
1.280000000000000000e+02 1.725292205810546875e-02
2.560000000000000000e+02 3.604030609130859375e-02
5.120000000000000000e+02 7.417750358581542969e-02
1.024000000000000000e+03 1.438140869140625000e-01
2.048000000000000000e+03 2.855553627014160156e-01
4.096000000000000000e+03 5.816001892089843750e-01
8.192000000000000000e+03 1.176554918289184570e+00
1.638400000000000000e+04 2.455768585205078125e+00
3.276800000000000000e+04 5.535685062408447266e+00
6.553600000000000000e+04 9.824747323989868164e+00
