4.945838933630373191e-01 5.850273998263522124e-01
4.706209900449382366e-01 5.600555609044457483e-01
5.086593664184497765e-01 6.173737438215035622e-01
5.176102231181903823e-01 5.867094494260599591e-01
4.967276295549103993e-01 6.019654641147527130e-01
4.757799058829635941e-01 5.884287499169529312e-01
5.310028627991876249e-01 5.645249018544691300e-01
4.634155060902961365e-01 5.596086652468464928e-01
5.017486126514494327e-01 6.253419945934007851e-01
5.470881350677666566e-01 5.316580828918913149e-01
5.100235975019825618e-01 6.491859520547428319e-01
5.307031101094985548e-01 6.105688550818045846e-01
5.028977831294743073e-01 5.768296247696020895e-01
4.647335929818948164e-01 6.023717336867372429e-01
4.732110636265958181e-01 6.250635836094206033e-01
4.594578248320154712e-01 6.298397061660431229e-01
5.523368290775199085e-01 5.773428527921984355e-01
5.404507606203126091e-01 5.610595199249510667e-01
5.127831533915492290e-01 6.690186976101535343e-01
5.396672754186293552e-01 6.315410988689788008e-01
4.069476896102929286e-01 5.665702494825790581e-01
5.638234790177460987e-01 5.640991562491545208e-01
5.415441671437881688e-01 5.612027261280054802e-01
4.717549153807159557e-01 6.581121508367688833e-01
4.383306442580567897e-01 6.448408859157883644e-01
4.771560970638376031e-01 5.391758703169370337e-01
4.388242903354713786e-01 5.768237805100573379e-01
4.569053307320098956e-01 5.496409309873306892e-01
5.705163236089191292e-01 5.401524730599898128e-01
4.914856142850893006e-01 5.880128918336801069e-01
4.625354801264183191e-01 5.235420295500161636e-01
4.190502068105605993e-01 5.545441760110063623e-01
5.211078136523645821e-01 6.518572976455913048e-01
4.084260041652882922e-01 5.531113590434039162e-01
4.672776787965938206e-01 6.010784478656395757e-01
5.537245222396420807e-01 6.424863931020886598e-01
5.948554037463975597e-01 6.080320157773910772e-01
5.317952941534735967e-01 6.823447796642920782e-01
4.602108320099463912e-01 6.632288723929302687e-01
4.449009637559691033e-01 5.205641566059016068e-01
4.246593946533779862e-01 6.225025253095920474e-01
4.355157390441331544e-01 6.459292294259029177e-01
4.585169821543269020e-01 6.571616306822329889e-01
6.048845033763100565e-01 6.133710907855813854e-01
5.662712882774836309e-01 6.564450125378390455e-01
4.655625017731968018e-01 5.036273136941076256e-01
4.503486790415861529e-01 6.763459172735112324e-01
4.753458662112698963e-01 6.810226930237955889e-01
5.087947067509004384e-01 6.923081121819762984e-01
4.160484569155444845e-01 6.257771916727312700e-01
4.807131694271962186e-01 4.889639583838512604e-01
5.680764308988175415e-01 6.615413957643350162e-01
5.474732673468791777e-01 5.509799485125119745e-01
5.688660344345985997e-01 5.190935860707168725e-01
5.240696987072619439e-01 7.061066874434265284e-01
4.946997551883103306e-01 6.812337892086476332e-01
4.878862771116374564e-01 6.891261426075949714e-01
5.306629608450752489e-01 6.578535601892372409e-01
4.319409147630872692e-01 6.071476934898203393e-01
4.107723729315436723e-01 6.075679680391786741e-01
4.039424347091574719e-01 5.675311576786713497e-01
3.916534281557827457e-01 5.433680096683819460e-01
4.123434746807355111e-01 5.322935046525965053e-01
4.265395545267796074e-01 5.405055579916897557e-01
4.225629905072300074e-01 5.364033798838819811e-01
4.263159032428120998e-01 6.302356557487377442e-01
5.236848518530232699e-01 5.086409737079550242e-01
5.589042912820714193e-01 5.175466915944426649e-01
6.155790078093130724e-01 5.672796494039618054e-01
5.976677354995906244e-01 5.951356644681160546e-01
5.425334346911362404e-01 4.497075029109852684e-01
4.077608006442678401e-01 6.642281068590215609e-01
5.724019245405506107e-01 6.128905826021356917e-01
6.336585412408178852e-01 5.483838313530960962e-01
6.063224849418142881e-01 6.369213623038334493e-01
4.995744844101983606e-01 7.052016510705716446e-01
4.725076101773771908e-01 7.128278718222733623e-01
5.872498436969838531e-01 5.383839500061986527e-01
5.755989018675135016e-01 5.097577960613831616e-01
5.817559645669997392e-01 5.177322608880455812e-01
5.816809321981458725e-01 5.157524729800071484e-01
